Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
a3,com.nonononoki.alovoa.repo,CaptchaRepository,0,0,2,0,4,2,0,0,-1.0,5,1,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/repo/CaptchaRepository.java,9
a3,com.nonononoki.alovoa.repo,UserWebPushRepository,0,0,0,0,2,0,0,0,-1.0,1,0,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/repo/UserWebPushRepository.java,7
a3,com.nonononoki.alovoa.repo,UserRepository,0,0,16,0,30,16,0,0,-1.0,38,2,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/repo/UserRepository.java,16
a3,com.nonononoki.alovoa.repo,UserLikeRepository,0,0,3,0,5,3,0,0,-1.0,7,2,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/repo/UserLikeRepository.java,10
a3,com.nonononoki.alovoa.repo,UserPasswordTokenRepository,0,0,2,0,4,2,0,0,-1.0,2,1,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/repo/UserPasswordTokenRepository.java,10
a3,com.nonononoki.alovoa.repo,UserHideRepository,0,0,4,0,6,4,0,0,-1.0,8,2,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/repo/UserHideRepository.java,14
a3,com.nonononoki.alovoa.repo,UserImageRepository,0,0,0,0,2,0,0,0,-1.0,1,0,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/repo/UserImageRepository.java,7
a3,com.nonononoki.alovoa.repo,UserIntentionRepository,0,0,1,0,3,1,0,0,-1.0,6,1,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/repo/UserIntentionRepository.java,7
a3,com.nonononoki.alovoa.rest,RegisterController,1,0,2,2,10,2,0,0,0.0,0,3,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/RegisterController.java,23
a3,com.nonononoki.alovoa.rest,PasswordController,1,0,2,2,9,2,0,0,0.0,0,4,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/PasswordController.java,19
a3,com.nonononoki.alovoa.rest,AdminController,1,0,12,12,39,12,0,0,0.0,0,4,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/AdminController.java,20
a3,com.nonononoki.alovoa.rest,NotificationController,1,0,1,1,6,1,0,0,0.0,0,3,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/NotificationController.java,14
a3,com.nonononoki.alovoa.rest,Oauth2Controller,15,0,5,4,112,17,0,0,0.0,0,8,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/Oauth2Controller.java,49
a3,com.nonononoki.alovoa.rest,ImprintController,1,0,1,1,6,1,0,0,0.0,0,3,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/ImprintController.java,16
a3,com.nonononoki.alovoa.rest,MessageController,4,0,3,3,48,10,0,0,0.0,1,7,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/MessageController.java,28
a3,com.nonononoki.alovoa.rest,SearchController,2,0,4,4,28,6,0,0,0.0,1,3,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/SearchController.java,24
a3,com.nonononoki.alovoa.rest,PublicController,1,0,1,1,6,1,0,0,0.0,0,1,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/PublicController.java,12
a3,com.nonononoki.alovoa.rest,CaptchaController,1,0,1,1,6,1,0,0,0.0,0,2,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/CaptchaController.java,14
a3,com.nonononoki.alovoa.rest,ApiController,5,0,4,4,34,5,0,0,0.5,0,5,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/ApiController.java,30
a3,com.nonononoki.alovoa.rest,ApiController.DonationDtoListModel,1,0,0,0,3,0,0,0,-1.0,0,0,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/ApiController.java,85
a3,com.nonononoki.alovoa.rest,ApiController.MessageDtoListModel,1,0,0,0,3,0,0,0,-1.0,0,0,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/ApiController.java,91
a3,com.nonononoki.alovoa.rest,DonateController,4,0,4,4,31,5,0,0,0.0,1,5,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/DonateController.java,39
a3,com.nonononoki.alovoa.rest,UserController,2,0,36,36,123,40,0,0,0.05555555555555555,0,5,/Users/stellawu/Desktop/a3/alovoa/src/main/java/com/nonononoki/alovoa/rest/UserController.java,30
